order_id,customer_name,email,product,category,price,quantity,order_date,shipping_status,country
ORD1285,Carlos Ruiz,,Keyboard,Electronics,1317.31,5,2/4/2026,Canceled,Mexico
ORD1286,,test@gmail.com,Laptop,ELECTRONICS,762.26,4,11/9/2024,Canceled,usa
ORD1287,Maria Lopez,user@yahoo.com,Monitor,,720.96,2,5/21/2023,Delivered,usa
ORD1288,Maria Lopez,test@gmail.com,Monitor,ELECTRONICS,1102.63,5,10/17/2025,Canceled,
ORD1289,Carlos Ruiz,user@yahoo.com,Laptop,electronics,255.42,1,7/4/2023,Canceled,Mexico
ORD1290,Carlos Ruiz,user@yahoo.com,Keyboard,Electronics,759.42,2,7/23/2025,Delivered,usa
ORD1291,Carlos Ruiz,test@gmail.com,Keyboard,electronics,826.57,1,1/13/2024,delivered,
ORD1292,,user@yahoo.com,Tablet,,,5,4/23/2024,Canceled,usa
ORD1293,,,Keyboard,,356.12,3,3/20/2025,Canceled,Mexico
ORD1294,Carlos Ruiz,,Phone,Electronics,754.33,3,4/27/2024,Canceled,USA
ORD1295,Maria Lopez,user@yahoo.com,Phone,,555.71,1,2/14/2025,delivered,usa
ORD1296,Maria Lopez,,Tablet,electronics,163.49,3,2/19/2026,delivered,
ORD1297,John Doe,,Phone,ELECTRONICS,750.22,1,4/2/2025,Delivered,Mexico
ORD1298,Maria Lopez,user@yahoo.com,Phone,Electronics,1450.87,3,4/23/2025,Canceled,usa
ORD1299,John Doe,test@gmail.com,Tablet,Electronics,1398.77,3,6/24/2023,Pending,United States
ORD1300,John Doe,,Tablet,electronics,230.11,5,4/13/2023,Pending,USA
ORD1301,Carlos Ruiz,,Monitor,electronics,868.66,3,11/11/2023,Canceled,usa
ORD1302,Jane Smith,user@yahoo.com,Monitor,ELECTRONICS,97.68,2,4/16/2024,Pending,United States
ORD1303,,,Keyboard,Electronics,660.16,1,5/28/2025,Delivered,United States
ORD1304,Jane Smith,example@outlook.com,Tablet,ELECTRONICS,462.08,1,1/10/2025,delivered,USA
ORD1305,John Doe,,Keyboard,Electronics,502.28,3,10/29/2025,Shipped,Mexico
ORD1306,Carlos Ruiz,test@gmail.com,Laptop,,1304.26,3,9/14/2025,delivered,
ORD1307,,example@outlook.com,Tablet,,1134.23,4,12/2/2023,Delivered,United States
ORD1308,John Doe,,Phone,Electronics,1012.08,3,10/3/2025,Canceled,
ORD1309,Carlos Ruiz,,Monitor,,1320.79,5,6/16/2025,Canceled,usa
ORD1310,,example@outlook.com,Laptop,ELECTRONICS,60.11,5,7/6/2023,Delivered,usa
ORD1311,John Doe,example@outlook.com,Keyboard,ELECTRONICS,414.63,2,4/7/2024,Delivered,
ORD1312,,user@yahoo.com,Monitor,ELECTRONICS,498.3,2,10/6/2025,Canceled,usa
ORD1313,David Smith,,Phone,ELECTRONICS,524.54,1,7/1/2024,Pending,United States
ORD1314,Carlos Ruiz,test@gmail.com,Keyboard,electronics,408.17,4,10/18/2025,Shipped,United States
ORD1315,Jane Smith,,Tablet,ELECTRONICS,110.13,2,6/20/2025,Pending,
ORD1316,Carlos Ruiz,test@gmail.com,Keyboard,Electronics,198.06,5,11/30/2025,delivered,usa
ORD1317,Jane Smith,,Monitor,,1464.21,1,2/20/2024,Pending,USA
ORD1318,,test@gmail.com,Phone,ELECTRONICS,821.27,1,11/17/2023,Shipped,United States
ORD1319,John Doe,,Tablet,Electronics,127.29,5,1/14/2026,Pending,Mexico
ORD1320,Carlos Ruiz,,Keyboard,ELECTRONICS,346.66,2,1/8/2026,Canceled,usa
ORD1321,Jane Smith,example@outlook.com,Monitor,ELECTRONICS,333.99,4,12/30/2025,delivered,usa
ORD1322,Carlos Ruiz,user@yahoo.com,Laptop,Electronics,846.79,3,3/7/2023,Delivered,usa
ORD1323,John Doe,test@gmail.com,Tablet,electronics,,1,4/17/2024,Delivered,United States
ORD1324,Carlos Ruiz,example@outlook.com,Tablet,ELECTRONICS,1226.5,3,11/21/2023,delivered,usa
ORD1325,John Doe,user@yahoo.com,Monitor,electronics,89.3,1,2/9/2026,Shipped,Mexico
ORD1326,Maria Lopez,,Phone,Electronics,186.29,5,1/10/2024,Delivered,
ORD1327,Maria Lopez,,Laptop,ELECTRONICS,1377.69,2,1/9/2025,delivered,usa
ORD1328,John Doe,example@outlook.com,Tablet,,193.79,1,3/3/2024,Pending,usa
ORD1329,Jane Smith,example@outlook.com,Monitor,electronics,,4,12/7/2025,Shipped,United States
ORD1330,Jane Smith,test@gmail.com,Laptop,Electronics,552.57,4,12/22/2025,Pending,United States
ORD1331,Jane Smith,,Tablet,ELECTRONICS,526.66,2,5/28/2025,Shipped,Mexico
ORD1332,Maria Lopez,,Monitor,ELECTRONICS,1205.18,2,7/24/2024,Pending,Mexico
ORD1333,Jane Smith,user@yahoo.com,Phone,ELECTRONICS,285.85,4,8/24/2024,delivered,
ORD1334,Maria Lopez,test@gmail.com,Phone,Electronics,148.99,3,1/5/2026,Canceled,Mexico
ORD1335,Jane Smith,example@outlook.com,Phone,Electronics,1024.45,4,10/7/2025,Canceled,United States
ORD1336,Maria Lopez,example@outlook.com,Keyboard,,1225.3,2,7/1/2024,Canceled,
ORD1337,John Doe,,Phone,electronics,556.46,1,NULL,delivered,usa
ORD1338,Frank Ruiz,,Laptop,electronics,849.03,5,11/22/2024,delivered,
ORD1339,John Doe,user@yahoo.com,Monitor,Electronics,250.44,5,1/12/2025,Shipped,United States
ORD1340,John Doe,test@gmail.com,Laptop,Electronics,1230.76,4,7/29/2024,Canceled,USA
ORD1341,,,Keyboard,,77.09,5,5/25/2025,Shipped,United States
ORD1342,,example@outlook.com,Keyboard,,440.62,4,8/6/2024,Delivered,usa
ORD1343,John Doe,,Tablet,electronics,284.54,5,4/5/2024,Delivered,usa
ORD1344,,test@gmail.com,Keyboard,Electronics,1390.52,2,3/18/2024,Pending,
ORD1345,Jane Smith,user@yahoo.com,Tablet,,232.2,2,6/6/2025,Pending,USA
,Carlos Ruiz,,Tablet,,845.5,2,3/27/2023,Pending,usa
ORD1347,John Doe,,Tablet,Electronics,257.9,1,2/17/2024,Delivered,USA
ORD1348,Carlos Ruiz,,Keyboard,,1006.88,1,12/1/2024,Shipped,USA
ORD1349,Maria Lopez,test@gmail.com,Keyboard,electronics,129.94,1,6/13/2024,Canceled,usa
ORD1350,John Doe,test@gmail.com,Laptop,electronics,585.76,5,9/17/2023,Delivered,
ORD1351,Carlos Baca,user@yahoo.com,Phone,,286.13,5,6/3/2024,Pending,
ORD1352,Renee Ruiz,example@outlook.com,Keyboard,ELECTRONICS,1472.43,1,8/9/2024,Pending,usa
ORD1353,,user@yahoo.com,Keyboard,electronics,134.18,2,9/24/2024,Pending,Mexico
ORD1354,Maria Lopez,test@gmail.com,Keyboard,Electronics,234.09,3,2/18/2024,delivered,
ORD1355,,,Monitor,ELECTRONICS,935.18,1,4/8/2025,Pending,Mexico
ORD1356,,test@gmail.com,Laptop,,1467,2,6/17/2025,Pending,usa
ORD1357,Jane Marie,,Keyboard,ELECTRONICS,908.12,3,7/20/2024,delivered,Mexico
ORD1358,,example@outlook.com,Laptop,,235.62,3,3/30/2024,Delivered,
ORD1359,Jane Romos,,Tablet,electronics,661.61,2,1/12/2023,delivered,United States
ORD1360,Carlos Pamda,user@yahoo.com,Tablet,Electronics,570.09,5,12/28/2025,Pending,Mexico
ORD1361,John Doe,example@outlook.com,Monitor,Electronics,799.17,5,5/3/2025,delivered,
ORD1362,Jane Sue,test@gmail.com,Keyboard,electronics,1282.58,3,10/7/2023,Delivered,usa
ORD1363,John Doe,test@gmail.com,Tablet,electronics,163.82,5,12/30/2025,Pending,
ORD1364,Noah Dane,example@outlook.com,Phone,electronics,119.97,1,11/21/2025,Canceled,
ORD1365,Jane Smith,,Monitor,ELECTRONICS,988.31,5,6/26/2023,Shipped,USA
ORD1366,Maria Lopez,,Tablet,Electronics,125.66,4,6/7/2024,Pending,United States
ORD1367,Maria Lopez,,Monitor,,802.99,3,10/22/2023,delivered,United States
ORD1368,Jane Smith,user@yahoo.com,Keyboard,,1203.92,3,12/29/2025,Delivered,United States
ORD1369,John Doe,user@yahoo.com,Monitor,ELECTRONICS,600.79,1,8/20/2025,Pending,usa
ORD1370,Maria Lopez,example@outlook.com,Laptop,electronics,437.02,1,2/25/2023,Canceled,
ORD1371,,,Monitor,Electronics,804.7,1,1/3/2026,delivered,usa
ORD1372,,test@gmail.com,Laptop,electronics,417.03,2,7/22/2024,Delivered,United States
ORD1373,Jane Smith,test@gmail.com,Monitor,Electronics,714,1,2/14/2023,Shipped,United States
ORD1374,,test@gmail.com,Laptop,ELECTRONICS,115.83,5,7/19/2025,Shipped,USA
ORD1375,,test@gmail.com,Tablet,Electronics,1436.98,4,8/19/2024,Pending,usa
ORD1376,John Doe,,Monitor,ELECTRONICS,1313.16,2,6/29/2023,Delivered,USA
ORD1377,Jane Smith,,Laptop,electronics,491,1,4/10/2024,Shipped,Mexico
ORD1378,Carlos Ruiz,user@yahoo.com,Phone,Electronics,628.15,2,NULL,Canceled,
ORD1379,Carlos Ruiz,,Tablet,,1054.25,3,2/13/2025,Pending,United States
ORD1380,Jane Smith,test@gmail.com,Monitor,,1161.01,5,2/3/2023,Delivered,usa
ORD1381,,user@yahoo.com,Tablet,ELECTRONICS,580.11,3,2/8/2026,delivered,Mexico
ORD1382,Joy Smith,,Monitor,Electronics,620.21,1,6/14/2024,Delivered,United States
,Colette Ruiz,example@outlook.com,Monitor,,876.81,4,7/24/2024,Delivered,Mexico
ORD1384,Jennifer Ruiz,test@gmail.com,Laptop,ELECTRONICS,426.77,1,6/14/2024,Canceled,
ORD1385,Jane Gates,example@outlook.com,Phone,ELECTRONICS,406.4,4,4/26/2025,Canceled,USA
ORD1386,Carlos Ruiz,,Phone,Electronics,,2,2/21/2023,Pending,Mexico
ORD1387,John Doe,,Phone,electronics,956.96,4,2/14/2025,Pending,Mexico
ORD1388,Amy Ruiz,,Phone,Electronics,1124.18,4,9/3/2025,Pending,usa
ORD1389,Sammy Thomas,test@gmail.com,Phone,Electronics,899.91,5,6/2/2025,delivered,Mexico
ORD1390,John Doe,test@gmail.com,Phone,,407.25,4,3/27/2023,Delivered,Mexico
ORD1391,Carlos Ruiz,test@gmail.com,Laptop,,437.26,2,1/24/2026,Shipped,Mexico
ORD1392,Maria Lopez,example@outlook.com,Phone,Electronics,1300.2,4,2/6/2024,Pending,
ORD1393,,,Monitor,,283,3,4/18/2024,Shipped,usa
ORD1394,Candy Candy,test@gmail.com,Phone,electronics,605.6,4,7/18/2023,Canceled,Mexico
ORD1395,Carlos Band,user@yahoo.com,Laptop,electronics,369.23,2,12/8/2023,Delivered,Mexico
ORD1396,,example@outlook.com,Tablet,ELECTRONICS,,5,NULL,Pending,USA
ORD1397,,test@gmail.com,Phone,ELECTRONICS,716.98,4,1/17/2024,Shipped,usa
ORD1398,Carlos Ruiz,test@gmail.com,Tablet,ELECTRONICS,159.56,5,3/26/2025,Canceled,United States
ORD1399,,test@gmail.com,Keyboard,Electronics,1218.15,1,9/1/2024,Canceled,Mexico
ORD1400,Jane Smith,user@yahoo.com,Tablet,electronics,447.58,3,5/31/2024,Delivered,United States
ORD1401,Jane Smith,example@outlook.com,Tablet,,269.04,5,2/24/2026,Shipped,
ORD1402,,,Monitor,,678.51,3,6/30/2024,Canceled,United States
ORD1403,Carlos Ruiz,test@gmail.com,Phone,Electronics,903.33,3,6/16/2025,Shipped,USA
ORD1404,Ira Simson,,Monitor,ELECTRONICS,306.75,2,5/24/2024,delivered,Mexico
ORD1405,Carlos Ruiz,test@gmail.com,Monitor,Electronics,143.03,2,5/20/2023,Canceled,
ORD1406,John Doe,test@gmail.com,Tablet,ELECTRONICS,409.93,1,2/27/2024,Pending,USA
ORD1407,Carlos Ruiz,,Phone,electronics,203.39,4,11/28/2024,Shipped,
ORD1408,Candy Paula,,Tablet,ELECTRONICS,472.66,3,9/1/2023,delivered,usa
ORD1409,Carlos Soto,user@yahoo.com,Tablet,electronics,394.64,5,1/2/2026,Canceled,USA
ORD1410,,example@outlook.com,Tablet,Electronics,1447.19,4,2/25/2023,Pending,
ORD1411,,test@gmail.com,Laptop,electronics,899.54,2,8/19/2024,Shipped,USA
ORD1412,,test@gmail.com,Laptop,ELECTRONICS,797.36,4,1/1/2025,Delivered,USA
ORD1413,John Doe,example@outlook.com,Tablet,electronics,734.16,3,4/17/2024,Shipped,
ORD1414,Cane Guzman,example@outlook.com,Monitor,ELECTRONICS,618.22,4,11/12/2023,Delivered,
ORD1415,,user@yahoo.com,Tablet,ELECTRONICS,1045.04,2,9/5/2023,delivered,
ORD1416,,user@yahoo.com,Phone,Electronics,147.43,1,6/17/2025,Delivered,Mexico
ORD1417,Carlos Ruiz,,Laptop,ELECTRONICS,1290.53,4,6/20/2025,delivered,Mexico
ORD1418,Maria Lopez,,Laptop,electronics,601.62,5,8/2/2024,Canceled,usa
ORD1419,Carlos Ruiz,test@gmail.com,Keyboard,Electronics,,3,1/12/2024,Shipped,usa
ORD1420,Maria Lopez,user@yahoo.com,Laptop,ELECTRONICS,986.26,5,7/13/2023,delivered,USA
ORD1421,,,Laptop,ELECTRONICS,849.03,2,5/9/2023,Pending,usa
ORD1422,,user@yahoo.com,Monitor,Electronics,,2,4/5/2023,Delivered,
ORD1423,Thomas Garcia,example@outlook.com,Keyboard,Electronics,1096.1,3,1/21/2026,Canceled,usa
ORD1424,Mandy Jones,example@outlook.com,Monitor,ELECTRONICS,779.67,3,10/12/2024,Pending,United States
ORD1425,John Doe,,Keyboard,,905.7,5,12/25/2025,Shipped,USA
ORD1426,,example@outlook.com,Monitor,Electronics,,1,8/9/2025,Shipped,Mexico
ORD1427,Jack Smith,,Laptop,ELECTRONICS,684.82,3,12/17/2023,delivered,United States
ORD1428,Jane Smith,user@yahoo.com,Keyboard,,608.15,4,12/23/2023,Canceled,usa
ORD1429,,user@yahoo.com,Keyboard,,1461.83,5,3/6/2024,delivered,
ORD1430,,example@outlook.com,Monitor,,1292.87,3,9/19/2025,delivered,Mexico
ORD1431,Mario Smith,test@gmail.com,Keyboard,electronics,369.49,1,3/7/2025,Delivered,United States
ORD1432,Carlos Ruiz,example@outlook.com,Keyboard,ELECTRONICS,691.83,1,7/11/2024,Shipped,Mexico
ORD1433,,test@gmail.com,Tablet,Electronics,1064.7,2,7/18/2023,Pending,United States
ORD1434,Timmy Anders,test@gmail.com,Monitor,Electronics,1041.64,2,NULL,delivered,usa
ORD1435,Carlos Ruiz,test@gmail.com,Phone,,1346.04,4,11/16/2025,Delivered,
ORD1436,,user@yahoo.com,Laptop,Electronics,881.05,4,2/6/2026,Canceled,usa
ORD1437,Maria Lopez,test@gmail.com,Monitor,electronics,69.68,4,1/22/2026,Pending,usa
ORD1438,Elsa Hopes,test@gmail.com,Monitor,Electronics,409.77,5,6/2/2023,Delivered,Mexico
ORD1439,Jane Smith,user@yahoo.com,Laptop,ELECTRONICS,891.02,4,4/24/2025,Shipped,
ORD1440,Maria Lopez,,Laptop,electronics,234.16,3,11/13/2025,Pending,USA
ORD1441,,example@outlook.com,Monitor,,875.04,3,2/16/2026,Pending,
ORD1442,Happy Joy,test@gmail.com,Monitor,ELECTRONICS,1079.03,5,6/2/2023,Shipped,USA
ORD1443,Carlos Ruiz,test@gmail.com,Laptop,ELECTRONICS,428.18,2,12/31/2025,Canceled,Mexico
ORD1444,Maria Lopez,user@yahoo.com,Laptop,,711.94,4,12/13/2025,Shipped,
ORD1445,Dot Main,example@outlook.com,Keyboard,electronics,1224.53,4,7/27/2024,Canceled,USA
ORD1446,John Doe,test@gmail.com,Monitor,,324.37,1,10/17/2025,Pending,
ORD1447,Jane Smith,user@yahoo.com,Phone,ELECTRONICS,,3,7/23/2025,Pending,Mexico
ORD1448,Jane Smith,user@yahoo.com,Tablet,ELECTRONICS,1494.04,5,8/20/2024,Shipped,USA
ORD1449,Melissa Jones,example@outlook.com,Tablet,,1302.67,3,1/18/2023,Pending,
ORD1450,Carlos Ruiz,user@yahoo.com,Monitor,electronics,424.42,2,6/11/2024,delivered,USA
ORD1451,John Doe,test@gmail.com,Tablet,ELECTRONICS,1161.24,1,1/12/2025,Delivered,
ORD1452,Melissa  Joy,user@yahoo.com,Tablet,Electronics,,2,3/31/2023,Shipped,
ORD1453,Jane Smith,user@yahoo.com,Tablet,electronics,618.62,4,3/11/2023,delivered,Mexico
ORD1454,Jane Smith,user@yahoo.com,Laptop,ELECTRONICS,1129.23,4,7/25/2024,Delivered,USA
ORD1455,,,Keyboard,,208.23,5,9/11/2025,Delivered,United States
ORD1456,,test@gmail.com,Monitor,Electronics,909.56,2,9/18/2023,delivered,United States
ORD1457,John Baca,,Tablet,Electronics,745.31,1,NULL,Canceled,
ORD1458,John Tims ,example@outlook.com,Keyboard,electronics,368.86,3,8/3/2024,Canceled,United States
ORD1459,Carlos Ruiz,example@outlook.com,Tablet,electronics,793.65,1,8/21/2024,delivered,
ORD1460,John Doe,,Monitor,ELECTRONICS,1062.17,5,1/18/2025,Delivered,United States
ORD1461,Maria Lopez,,Laptop,,493.02,2,7/19/2025,Canceled,USA
ORD1462,,example@outlook.com,Phone,,269.9,4,1/10/2023,delivered,usa
ORD1463,Joanna White,example@outlook.com,Laptop,,578.59,1,2/10/2025,Canceled,United States
ORD1464,Maria Thomas,user@yahoo.com,Keyboard,Electronics,1446.07,2,1/20/2023,delivered,
ORD1465,Gabe Lopez,user@yahoo.com,Keyboard,ELECTRONICS,782.68,2,10/2/2024,Pending,usa
ORD1466,,user@yahoo.com,Monitor,,871.45,1,9/12/2024,Delivered,Mexico
ORD1467,Maria Lopez,user@yahoo.com,Monitor,Electronics,189.92,4,2/15/2026,Delivered,
ORD1468,Maria Lopez,example@outlook.com,Keyboard,Electronics,595.28,1,9/27/2024,Delivered,usa
ORD1469,Gabe Roberts,user@yahoo.com,Laptop,ELECTRONICS,1219.79,5,10/14/2025,Pending,USA
,Jane Smith,user@yahoo.com,Tablet,electronics,370.8,5,11/23/2024,delivered,USA
ORD1471,Jane Smith,user@yahoo.com,Phone,,547.37,4,3/7/2023,delivered,
ORD1472,Joanna Franks,,Phone,electronics,974.47,4,1/20/2026,Canceled,usa
ORD1473,Carlos Ruiz,,Keyboard,electronics,1284.57,3,3/30/2025,delivered,
ORD1474,,test@gmail.com,Phone,ELECTRONICS,,4,7/13/2024,delivered,United States
,Maria Lopez,user@yahoo.com,Laptop,Electronics,244.4,4,12/31/2023,delivered,
ORD1476,Joe Baca,,Laptop,Electronics,,2,2/5/2023,delivered,Mexico
ORD1477,,example@outlook.com,Keyboard,,1380,3,2/9/2023,delivered,USA
ORD1478,David White,example@outlook.com,Tablet,electronics,1136.12,5,11/2/2023,Pending,
ORD1479,Frank Caines,example@outlook.com,Laptop,ELECTRONICS,,1,12/27/2025,Pending,Mexico
ORD1480,Joey Davis,user@yahoo.com,Keyboard,ELECTRONICS,1148.52,4,5/26/2023,delivered,Mexico
ORD1481,,example@outlook.com,Keyboard,,1245.08,4,1/12/2025,Pending,usa
ORD1482,Maria Lopez,,Monitor,electronics,657.18,1,12/16/2023,Pending,usa
ORD1483,Jane Smith,,Monitor,electronics,1222.96,1,1/29/2026,Canceled,United States
ORD1484,,,Monitor,ELECTRONICS,1001.62,4,3/20/2023,Canceled,Mexico
ORD1485,Jennie White,example@outlook.com,Phone,Electronics,199.6,5,3/16/2025,delivered,
ORD1486,Frank Zimmerson,user@yahoo.com,Laptop,,644.69,3,4/29/2024,Shipped,usa
ORD1487,John Doe,example@outlook.com,Monitor,,798.23,4,8/29/2024,Delivered,USA
ORD1488,Jennie Franks,test@gmail.com,Laptop,Electronics,445.48,3,3/12/2024,Pending,
ORD1489,Carlos Ruiz,example@outlook.com,Tablet,,177.2,2,4/17/2024,Pending,
ORD1490,,test@gmail.com,Laptop,ELECTRONICS,807.48,5,8/11/2024,Pending,USA
,John Doe,example@outlook.com,Tablet,electronics,730.04,1,1/20/2024,Shipped,USA
ORD1492,Carlos Ruiz,,Tablet,ELECTRONICS,505.21,5,7/9/2025,Canceled,USA
ORD1493,John Doe,user@yahoo.com,Monitor,ELECTRONICS,,1,7/28/2025,Shipped,Mexico
ORD1494,Carlos Ruiz,user@yahoo.com,Keyboard,Electronics,1242.2,1,1/19/2026,Delivered,usa
ORD1495,,test@gmail.com,Monitor,ELECTRONICS,710.94,2,1/22/2025,Pending,United States
ORD1496,Paula Street,user@yahoo.com,Tablet,,1041.83,1,1/26/2023,delivered,
ORD1497,Carlos Ruiz,example@outlook.com,Monitor,electronics,664.46,3,10/3/2024,Pending,United States
ORD1498,Jane Smith,,Laptop,electronics,965.32,2,8/10/2023,Shipped,Mexico
ORD1499,John Doe,example@outlook.com,Monitor,ELECTRONICS,692.87,2,11/8/2025,Pending,
ORD1500,Jane Smith,,Laptop,ELECTRONICS,238.69,5,12/8/2025,Canceled,Mexico
ORD1501,,test@gmail.com,Laptop,ELECTRONICS,591.48,4,6/23/2025,delivered,Mexico
ORD1502,Paula Anderson,,Laptop,ELECTRONICS,,2,10/24/2023,Pending,United States
ORD1503,,user@yahoo.com,Keyboard,ELECTRONICS,1223.43,1,9/6/2023,Pending,United States
ORD1504,John Doe,,Monitor,,551.77,2,2/27/2025,Canceled,United States
ORD1505,Jane Smith,example@outlook.com,Monitor,,666.11,4,11/14/2023,Pending,
ORD1506,,example@outlook.com,Tablet,,207.71,2,12/17/2025,Canceled,Mexico
ORD1507,Carlos Ruiz,,Laptop,,1292.23,1,7/17/2024,Shipped,Mexico
ORD1508,John Doe,,Laptop,,855.44,4,7/7/2025,Shipped,United States
ORD1509,,user@yahoo.com,Laptop,Electronics,942.36,1,12/14/2023,Canceled,United States
ORD1510,Maria Lopez,example@outlook.com,Tablet,ELECTRONICS,321.05,5,2/22/2023,Delivered,usa
ORD1511,John Doe,test@gmail.com,Tablet,Electronics,378.59,2,NULL,delivered,United States
ORD1512,John Doe,user@yahoo.com,Keyboard,ELECTRONICS,1264.17,2,5/20/2024,Pending,USA
ORD1513,,,Phone,Electronics,952.34,3,10/28/2025,Pending,United States
ORD1514,Maria Lopez,example@outlook.com,Tablet,ELECTRONICS,332.35,5,10/9/2023,Canceled,United States
ORD1515,Carlos Ruiz,test@gmail.com,Monitor,ELECTRONICS,1164.4,2,1/9/2025,Delivered,usa
ORD1516,Maria Lopez,,Laptop,,1130.74,3,10/8/2024,delivered,usa
ORD1517,John Doe,user@yahoo.com,Phone,Electronics,603.98,5,10/13/2024,delivered,usa
ORD1518,,test@gmail.com,Keyboard,Electronics,,1,10/10/2025,delivered,USA
ORD1519,Maria Lopez,,Monitor,ELECTRONICS,639.21,2,9/20/2025,Delivered,United States
ORD1520,,user@yahoo.com,Keyboard,ELECTRONICS,1006.66,4,1/11/2023,Canceled,United States
ORD1521,John Doe,test@gmail.com,Phone,ELECTRONICS,542.27,1,8/6/2024,delivered,United States
ORD1522,Jane Smith,example@outlook.com,Tablet,Electronics,488.91,4,1/18/2024,delivered,United States
ORD1523,Jane Smith,,Monitor,,1346.8,4,12/9/2025,Delivered,Mexico
ORD1524,Jane Smith,test@gmail.com,Laptop,,255.19,1,5/24/2024,Pending,USA
ORD1525,Carlos Ruiz,user@yahoo.com,Phone,electronics,984.95,2,2/28/2025,Canceled,United States
ORD1526,John Doe,user@yahoo.com,Laptop,electronics,595.9,5,11/29/2023,delivered,USA
ORD1527,Carlos Ruiz,user@yahoo.com,Phone,electronics,955.25,2,12/17/2025,Canceled,usa
ORD1528,Jane Smith,user@yahoo.com,Tablet,electronics,1240.49,1,1/16/2025,Delivered,USA
,Maria Lopez,,Laptop,ELECTRONICS,287.59,5,7/14/2024,Pending,United States
ORD1530,Franks Smiths,,Tablet,Electronics,148.15,2,4/23/2025,Pending,Mexico
ORD1531,Carlos Ruiz,user@yahoo.com,Tablet,,1485.86,5,10/3/2023,Pending,
ORD1532,John Doe,,Tablet,Electronics,574.96,4,3/21/2025,delivered,
ORD1533,Jane Smith,user@yahoo.com,Phone,electronics,367.46,2,2/20/2024,delivered,usa
ORD1534,,test@gmail.com,Tablet,ELECTRONICS,996.79,2,9/5/2025,Delivered,USA
ORD1535,Jane Smith,,Monitor,ELECTRONICS,344.62,5,11/13/2024,Shipped,Mexico
ORD1536,Fran Martin,,Tablet,,408.07,4,1/4/2023,Delivered,Mexico
ORD1537,Carlos Ruiz,,Tablet,Electronics,1245.97,2,2/11/2024,Canceled,USA
ORD1538,Jimmy Pals,example@outlook.com,Keyboard,ELECTRONICS,419.99,4,8/17/2024,Shipped,Mexico
ORD1539,Carlos Ruiz,test@gmail.com,Laptop,Electronics,760.79,4,10/12/2024,Pending,
ORD1540,,test@gmail.com,Tablet,,1041.6,5,2/23/2026,delivered,
ORD1541,Jane Smith,example@outlook.com,Tablet,electronics,954.1,2,1/6/2026,delivered,
ORD1542,Carlos Ruiz,,Tablet,Electronics,1312.67,1,3/13/2023,Pending,USA
ORD1543,,,Keyboard,ELECTRONICS,426.92,1,10/8/2024,Delivered,usa
ORD1544,Maria Lopez,,Phone,Electronics,1043.79,4,7/15/2023,Pending,usa
ORD1545,Carlos Ruiz,example@outlook.com,Phone,electronics,139.64,2,2/26/2024,Shipped,United States
ORD1546,,,Phone,electronics,247.78,2,4/26/2023,Shipped,usa
ORD1547,Carlos Ruiz,,Laptop,Electronics,1312.72,1,2/8/2024,Delivered,United States
ORD1548,Jane Smith,test@gmail.com,Keyboard,electronics,1484.82,3,11/14/2023,Canceled,usa
ORD1549,John Doe,example@outlook.com,Keyboard,Electronics,288.41,3,12/15/2023,Shipped,Mexico
ORD1550,Carlos Ruiz,example@outlook.com,Phone,,1472.76,3,1/22/2026,Canceled,USA
ORD1551,John Doe,test@gmail.com,Tablet,Electronics,1137.86,4,2/5/2025,Delivered,United States
ORD1552,John Doe,example@outlook.com,Phone,electronics,906.03,5,6/7/2025,Delivered,USA
ORD1553,,user@yahoo.com,Keyboard,electronics,124.1,1,11/12/2024,Canceled,Mexico
ORD1554,Jane Adams,example@outlook.com,Laptop,,897.54,4,11/1/2025,delivered,Mexico
,John Doe,user@yahoo.com,Laptop,ELECTRONICS,101.52,3,7/29/2023,Canceled,United States
ORD1556,Maria Lopez,example@outlook.com,Phone,electronics,792.35,3,7/30/2025,Canceled,usa
ORD1557,Maria Lopez,example@outlook.com,Phone,,486.59,4,4/8/2023,Canceled,
ORD1558,Jane Smith,example@outlook.com,Keyboard,Electronics,912.16,1,8/6/2024,Canceled,United States
ORD1559,Carlos Ruiz,user@yahoo.com,Phone,,1280.39,1,1/20/2025,Canceled,Mexico
ORD1560,Maria Lopez,user@yahoo.com,Phone,electronics,546.16,5,6/14/2024,Canceled,
ORD1561,John Doe,,Keyboard,ELECTRONICS,1486.81,3,7/12/2023,Pending,usa
ORD1562,John Doe,example@outlook.com,Monitor,Electronics,1142.61,5,9/7/2023,delivered,
ORD1563,Carlos Ruiz,test@gmail.com,Keyboard,Electronics,1496.18,1,7/10/2023,Shipped,United States
ORD1564,Maria Lopez,test@gmail.com,Tablet,ELECTRONICS,505.66,4,5/22/2024,Shipped,United States
ORD1565,Jane Smith,,Laptop,ELECTRONICS,453.58,3,9/9/2023,Shipped,
ORD1566,Benny Jones,,Tablet,ELECTRONICS,212.26,2,12/13/2024,Shipped,USA
ORD1567,Carlos Ruiz,test@gmail.com,Keyboard,ELECTRONICS,697.82,5,2/18/2026,delivered,USA
ORD1568,Carlos Ruiz,example@outlook.com,Monitor,Electronics,413.88,2,11/19/2025,Delivered,USA
ORD1569,Jane Smith,example@outlook.com,Laptop,ELECTRONICS,987.83,2,1/12/2026,Shipped,Mexico
ORD1570,Jane Smith,user@yahoo.com,Monitor,,714.75,2,8/23/2024,Canceled,United States
